date;treatment;plots;species;cover;observer
2020_01;FE;V.27;Chamaecrista isidorea;20;Cassy
2020_01;FE;V.27;Cipura xanthomelas;10;Cassy
2020_01;FE;V.27;Croton gracilescens;10;Cassy
2020_01;FE;V.27;Eriope sp;1;Cassy
2020_01;FE;V.27;Gymneia chapadensis;10;Cassy
2020_01;FE;V.27;Manihot kalungae;10;Cassy
2020_01;FE;V.27;Medusantha mollissima;5;Cassy
2020_01;FE;V.27;Mimosa gracilis;5;Cassy
2020_01;FE;V.27;Ruellia trachyphylla;5;Cassy
2020_01;FE;V.28;Croton gracilescens;5;Cassy
2020_01;FE;V.28;Eriope sp;1;Cassy
2020_01;FE;V.28;Eriosema congestum;5;Cassy
2020_01;FE;V.28;Galactia sp;1;Cassy
2020_01;FE;V.28;Ichthyothere hirsuta;1;Cassy
2020_01;FE;V.28;Kielmeyera rubriflora;10;Cassy
2020_01;FE;V.28;Lippia horridula;1;Cassy
2020_01;FE;V.28;Manihot kalungae;5;Cassy
2020_01;FE;V.28;Oxalis pyrenea var. macrochaeta;1;Cassy
2020_01;FE;V.28;Pombalia lanata;1;Cassy
2020_01;FE;V.28;Porophyllum obscurum;1;Cassy
2020_01;FE;V.28;Tibouchina melastomoides;5;Cassy
2020_01;FE;V.29;Calolisianthus speciosus;5;Cassy
2020_01;FE;V.29;Cipura xanthomelas;1;Cassy
2020_01;FE;V.29;Croton gracilescens;1;Cassy
2020_01;FE;V.29;Ichthyothere hirsuta;10;Cassy
2020_01;FE;V.29;Medusantha mollissima;1;Cassy
2020_01;FE;V.29;Ruellia trachyphylla;1;Cassy
2020_01;FE;V.30;Amasonia hirta;1;Cassy
2020_01;FE;V.30;Chamaecrista claussenii;10;Cassy
2020_01;FE;V.30;Croton gracilescens;1;Cassy
2020_01;FE;V.30;Eriope sp;1;Cassy
2020_01;FE;V.30;Gymneia chapadensis;1;Cassy
2020_01;FE;V.30;Ichthyothere hirsuta;1;Cassy
2020_01;FE;V.30;Pombalia lanata;1;Cassy
2020_01;FE;V.30;Tibouchina melastomoides;1;Cassy
2022_02;BF;10.1;Croton gracilescens;1;Cassy
2022_02;BF;10.1;Hypenia sp;1;Cassy
2022_02;BF;10.1;Hyptis remota;1;Cassy
2022_02;BF;10.1;Medusantha mollissima;1;Cassy
2022_02;BF;10.1;Ruellia trachyphylla;1;Cassy
2022_02;BF;10.1;Borreria tenella;1;Cassy
2022_02;BF;10.1;Pseudotrimezia juncifolia;1;Cassy
2022_02;BF;10.10;Chamaecrista claussenii;20;Cassy
2022_02;BF;10.10;Chamaecrista isidorea;1;Cassy
2022_02;BF;10.10;Croton gracilescens;1;Cassy
2022_02;BF;10.10;Hyptis remota;1;Cassy
2022_02;BF;10.2;Croton gracilescens;1;Cassy
2022_02;BF;10.2;Eriope sp;1;Cassy
2022_02;BF;10.2;Ruellia trachyphylla;10;Cassy
2022_02;BF;10.2;Borreria tenella;1;Cassy
2022_02;BF;10.2;Cayaponia weddellii;1;Cassy
2022_02;BF;10.3;Croton gracilescens;1;Cassy
2022_02;BF;10.3;Euphorbia potentilloides;1;Cassy
2022_02;BF;10.3;Gymneia chapadensis;5;Cassy
2022_02;BF;10.3;Hyptis remota;1;Cassy
2022_02;BF;10.3;Kielmeyera rubriflora;1;Cassy
2022_02;BF;10.3;Manihot kalungae;1;Cassy
2022_02;BF;10.3;Mimosa cavalcantina;1;Cassy
2022_02;BF;10.4;Lippia horridula;1;Cassy
2022_02;BF;10.4;Calolisianthus speciosus;1;Cassy
2022_02;BF;10.4;Chamaecrista claussenii;10;Cassy
2022_02;BF;10.4;Croton gracilescens;1;Cassy
2022_02;BF;10.4;Eriope sp;1;Cassy
2022_02;BF;10.4;Euphorbia potentilloides;1;Cassy
2022_02;BF;10.4;Gymneia chapadensis;1;Cassy
2022_02;BF;10.4;Heteropterys pannosa;1;Cassy
2022_02;BF;10.4;Hypenia sp;1;Cassy
2022_02;BF;10.4;Porophyllum obscurum;1;Cassy
2022_02;BF;10.4;Ruellia trachyphylla;10;Cassy
2022_02;BF;10.5;Chamaecrista ochrosperma;20;Cassy
2022_02;BF;10.5;Croton gracilescens;1;Cassy
2022_02;BF;10.5;Cuphea hyssopoides;5;Cassy
2022_02;BF;10.5;Eriope sp;1;Cassy
2022_02;BF;10.5;Hyptis remota;1;Cassy
2022_02;BF;10.5;Ruellia nitens;1;Cassy
2022_02;BF;10.5;Borreria tenella;1;Cassy
2022_02;BF;10.5;Turnera emendata;1;Cassy
2022_02;BF;10.6;Chamaecrista claussenii;20;Cassy
2022_02;BF;10.6;Cipura xanthomelas;1;Cassy
2022_02;BF;10.6;Croton gracilescens;1;Cassy
2022_02;BF;10.6;Cuphea hyssopoides;1;Cassy
2022_02;BF;10.6;Gymneia chapadensis;1;Cassy
2022_02;BF;10.6;Hemipogon acerosus;1;Cassy
2022_02;BF;10.6;Medusantha mollissima;1;Cassy
2022_02;BF;10.6;Ruellia nitens;5;Cassy
2022_02;BF;10.6;Borreria tenella;1;Cassy
2022_02;BF;10.6;Turnera emendata;1;Cassy
2022_02;BF;10.7;Croton gracilescens;1;Cassy
2022_02;BF;10.7;Diplusodon paraisoensis;1;Cassy
2022_02;BF;10.7;Eriope sp;1;Cassy
2022_02;BF;10.7;Euphorbia potentilloides;1;Cassy
2022_02;BF;10.7;Hemipogon acerosus;5;Cassy
2022_02;BF;10.7;Hypenia sp;1;Cassy
2022_02;BF;10.7;Ipomoea paulistana;1;Cassy
2022_02;BF;10.7;Ruellia nitens;5;Cassy
2022_02;BF;10.8;Chamaecrista claussenii;20;Cassy
2022_02;BF;10.8;Croton gracilescens;1;Cassy
2022_02;BF;10.8;Cuphea hyssopoides;1;Cassy
2022_02;BF;10.8;Eriope sp;1;Cassy
2022_02;BF;10.8;Gymneia chapadensis;1;Cassy
2022_02;BF;10.8;Hypenia sp;1;Cassy
2022_02;BF;10.8;Hyptis remota;1;Cassy
2022_02;BF;10.8;Medusantha mollissima;1;Cassy
2022_02;BF;10.8;Mimosa cavalcantina;1;Cassy
2022_02;BF;10.8;Oxalis goyazensis;1;Cassy
2022_02;BF;10.8;Ruellia nitens;10;Cassy
2022_02;BF;10.9;Croton gracilescens;5;Cassy
2022_02;BF;10.9;Deianira pallescens;1;Cassy
2022_02;BF;10.9;Diplusodon paraisoensis;1;Cassy
2022_02;BF;10.9;Eriope sp;1;Cassy
2022_02;BF;10.9;Hemipogon acerosus;1;Cassy
2022_02;BF;10.9;Hyptis remota;1;Cassy
2022_02;BF;10.9;Lessingianthus durus;1;Cassy
2022_02;BF;10.9;Manihot kalungae;1;Cassy
2022_02;BF;10.9;Ruellia nitens;1;Cassy
2022_02;FE;12.1;Croton gracilescens;1;Cassy
2022_02;FE;12.1;Gymneia chapadensis;1;Cassy
2022_02;FE;12.1;Hyptis remota;1;Cassy
2022_02;FE;12.1;Kielmeyera rubriflora;5;Cassy
2022_02;FE;12.1;Medusantha mollissima;5;Cassy
2022_02;FE;12.10;Croton gracilescens;5;Cassy
2022_02;FE;12.10;Eriope sp;1;Cassy
2022_02;FE;12.10;Manihot kalungae;1;Cassy
2022_02;FE;12.10;Pseudotrimezia juncifolia;1;Cassy
2022_02;FE;12.10;Ruellia trachyphylla;1;Cassy
2022_02;FE;12.2;Croton gracilescens;1;Cassy
2022_02;FE;12.2;Justicia lanstyakii;1;Cassy
2022_02;FE;12.2;Medusantha mollissima;1;Cassy
2022_02;FE;12.3;Aldama bracteata;5;Cassy
2022_02;FE;12.3;Croton gracilescens;10;Cassy
2022_02;FE;12.3;Distimake ericoides;1;Cassy
2022_02;FE;12.3;Eriope sp;1;Cassy
2022_02;FE;12.3;Gymneia chapadensis;5;Cassy
2022_02;FE;12.3;Justicia lanstyakii;5;Cassy
2022_02;FE;12.3;Kielmeyera rubriflora;5;Cassy
2022_02;FE;12.3;Lippia horridula;1;Cassy
2022_02;FE;12.3;Medusantha mollissima;1;Cassy
2022_02;FE;12.3;Oxalis pyrenea var. macrochaeta;1;Cassy
2022_02;FE;12.4;Anemopaegma arvense;1;Cassy
2022_02;FE;12.4;Croton gracilescens;5;Cassy
2022_02;FE;12.4;Eriope sp;1;Cassy
2022_02;FE;12.4;Galactia sp;5;Cassy
2022_02;FE;12.4;Gymneia chapadensis;5;Cassy
2022_02;FE;12.4;Heteropterys pannosa;1;Cassy
2022_02;FE;12.4;Justicia lanstyakii;5;Cassy
2022_02;FE;12.4;Lippia horridula;1;Cassy
2022_02;FE;12.4;Medusantha mollissima;1;Cassy
2022_02;FE;12.4;Mimosa gracilis;1;Cassy
2022_02;FE;12.5;Chamaecrista claussenii;10;Cassy
2022_02;FE;12.5;Croton gracilescens;1;Cassy
2022_02;FE;12.5;Cuphea hyssopoides;5;Cassy
2022_02;FE;12.5;Gymneia chapadensis;1;Cassy
2022_02;FE;12.5;Justicia lanstyakii;1;Cassy
2022_02;FE;12.5;Ruellia nitens;20;Cassy
2022_02;FE;12.5;Turnera incana;1;Cassy
2022_02;FE;12.6;Aldama grandiflora;5;Cassy
2022_02;FE;12.6;Bernardia hirsutissima;5;Cassy
2022_02;FE;12.6;Chamaecrista claussenii;5;Cassy
2022_02;FE;12.6;Chamaecrista isidorea;5;Cassy
2022_02;FE;12.6;Cipura xanthomelas;5;Cassy
2022_02;FE;12.6;Croton gracilescens;5;Cassy
2022_02;FE;12.6;Eriope sp;1;Cassy
2022_02;FE;12.6;Kielmeyera rubriflora;5;Cassy
2022_02;FE;12.6;Medusantha mollissima;5;Cassy
2022_02;FE;12.6;Justicia phylocallyx;1;Cassy
2022_02;FE;12.6;Ruellia nitens;1;Cassy
2022_02;FE;12.7;Chamaecrista isidorea;5;Cassy
2022_02;FE;12.7;Croton gracilescens;1;Cassy
2022_02;FE;12.7;Eriope sp;1;Cassy
2022_02;FE;12.7;Euphorbia potentilloides ;1;Cassy
2022_02;FE;12.7;Hemipogon acerosus;1;Cassy
2022_02;FE;12.7;Hypenia sp;5;Cassy
2022_02;FE;12.7;Manihot kalungae;1;Cassy
2022_02;FE;12.7;Mimosa gracilis;1;Cassy
2022_02;FE;12.7;Porophyllum obscurum;1;Cassy
2022_02;FE;12.7;Trixis glutinosa;5;Cassy
2022_02;FE;12.8;Croton gracilescens;1;Cassy
2022_02;FE;12.8;Euphorbia potentilloides ;1;Cassy
2022_02;FE;12.8;Gymneia chapadensis;1;Cassy
2022_02;FE;12.8;Heteropterys pannosa;5;Cassy
2022_02;FE;12.8;Hyptis remota;1;Cassy
2022_02;FE;12.8;Ichthyothere hirsuta;1;Cassy
2022_02;FE;12.8;Justicia lanstyakii;5;Cassy
2022_02;FE;12.8;Lippia horridula;1;Cassy
2022_02;FE;12.8;Medusantha mollissima;1;Cassy
2022_02;FE;12.8;Justicia phylocallyx;20;Cassy
2022_02;FE;12.8;Ruellia trachyphylla;10;Cassy
2022_02;FE;12.9;Chamaecrista claussenii;20;Cassy
2022_02;FE;12.9;Croton gracilescens;10;Cassy
2022_02;FE;12.9;Euphorbia potentilloides ;1;Cassy
2022_02;FE;12.9;Heteropterys pannosa;1;Cassy
2022_02;FE;12.9;Hypenia sp;1;Cassy
2022_02;FE;12.9;Hyptis remota;1;Cassy
2022_02;FE;12.9;Ichthyothere hirsuta;1;Cassy
2022_02;FE;12.9;Ipomoea paulistana;1;Cassy
2022_02;FE;12.9;Kielmeyera rubriflora;20;Cassy
2022_02;FE;12.9;Manihot kalungae;5;Cassy
2022_02;FE;12.9;Manihot tombadorensis;1;Cassy
2022_02;FE;12.9;Ruellia trachyphylla;10;Cassy
2022_02;FE;13.10;Chamaecrista isidorea;10;Cassy
2022_02;FE;13.10;Cipura xanthomelas;1;Cassy
2022_02;FE;13.10;Croton gracilescens;5;Cassy
2022_02;FE;13.10;Cuphea hyssopoides;1;Cassy
2022_02;FE;13.10;Eriope sp;1;Cassy
2022_02;FE;13.10;Hyptis remota;5;Cassy
2022_02;FE;13.10;Kielmeyera abdita;5;Cassy
2022_02;FE;13.10;Mimosa cavalcantina;5;Cassy
2022_02;FE;13.2;Aldama grandiflora;5;Cassy
2022_02;FE;13.2;Anemopaegma arvense;5;Cassy
2022_02;FE;13.2;Calliandra dysantha;5;Cassy
2022_02;FE;13.2;Croton gracilescens;1;Cassy
2022_02;FE;13.2;Eriope sp;1;Cassy
2022_02;FE;13.2;Eriosema congestum;1;Cassy
2022_02;FE;13.2;Gymneia chapadensis;1;Cassy
2022_02;FE;13.2;Hyptis remota;1;Cassy
2022_02;FE;13.2;Mimosa cavalcantina;5;Cassy
2022_02;FE;13.2;Mimosa gracilis;5;Cassy
2022_02;FE;13.2;Tibouchina melastomoides;1;Cassy
2022_02;FE;13.3;Aldama grandiflora;5;Cassy
2022_02;FE;13.3;Croton gracilescens;5;Cassy
2022_02;FE;13.3;Ctenodon paniculatus;1;Cassy
2022_02;FE;13.3;Eriope sp;1;Cassy
2022_02;FE;13.3;Eriosema congestum;5;Cassy
2022_02;FE;13.3;Ichthyothere hirsuta;5;Cassy
2022_02;FE;13.3;Oxalis pyrenea var. macrochaeta;1;Cassy
2022_02;FE;13.3;Pseudotrimezia juncifolia;1;Cassy
2022_02;FE;13.4;Chamaecrista claussenii;5;Cassy
2022_02;FE;13.4;Croton gracilescens;10;Cassy
2022_02;FE;13.4;Eriope sp;1;Cassy
2022_02;FE;13.4;Eriosema congestum;20;Cassy
2022_02;FE;13.4;Ichthyothere hirsuta;1;Cassy
2022_02;FE;13.4;Oxalis pyrenea var. macrochaeta;1;Cassy
2022_02;FE;13.4;Stachytarpheta villosa;1;Cassy
2022_02;FE;13.5;Ancistrotropis firmula;5;Cassy
2022_02;FE;13.5;Chamaecrista isidorea;1;Cassy
2022_02;FE;13.5;Croton gracilescens;10;Cassy
2022_02;FE;13.5;Eriope sp;1;Cassy
2022_02;FE;13.5;Manihot kalungae;1;Cassy
2022_02;FE;13.5;Pseudotrimezia juncifolia;5;Cassy
2022_02;FE;13.6;Aldama grandiflora;10;Cassy
2022_02;FE;13.6;Chamaecrista isidorea;5;Cassy
2022_02;FE;13.6;Croton gracilescens;1;Cassy
2022_02;FE;13.6;Eriosema congestum;5;Cassy
2022_02;FE;13.6;Ipomoea paulistana;1;Cassy
2022_02;FE;13.6;Turnera emendata;1;Cassy
2022_02;FE;13.7;Chamaecrista claussenii;5;Cassy
2022_02;FE;13.7;Croton gracilescens;10;Cassy
2022_02;FE;13.7;Eriope sp;1;Cassy
2022_02;FE;13.7;Euphorbia potentilloides ;1;Cassy
2022_02;FE;13.7;Gymneia chapadensis;1;Cassy
2022_02;FE;13.7;Heteropterys pannosa;5;Cassy
2022_02;FE;13.7;Lessingianthus durus;5;Cassy
2022_02;FE;13.7;Medusantha mollissima;5;Cassy
2022_02;FE;13.7;Ruellia trachyphylla;1;Cassy
2022_02;FE;13.8;Chamaecrista ochrosperma;5;Cassy
2022_02;FE;13.8;Croton gracilescens;5;Cassy
2022_02;FE;13.8;Eriope sp;1;Cassy
2022_02;FE;13.8;Euphorbia potentilloides ;1;Cassy
2022_02;FE;13.8;Galactia sp;1;Cassy
2022_02;FE;13.8;Gymneia chapadensis;1;Cassy
2022_02;FE;13.8;Ipomoea paulistana;1;Cassy
2022_02;FE;13.8;Ruellia trachyphylla;1;Cassy
2022_02;FE;13.8;Tibouchina melastomoides;1;Cassy
2022_02;FE;13.9;Croton gracilescens;5;Cassy
2022_02;FE;13.9;Dalechampia linearis;5;Cassy
2022_02;FE;13.9;Eriope sp;1;Cassy
2022_02;FE;13.9;Oxalis pyrenea var. macrochaeta;1;Cassy
2022_02;BF;17.1;Aldama grandiflora;5;Vagner
2022_02;BF;17.1;Calliandra dysantha;5;Vagner
2022_02;BF;17.1;Croton gracilescens;5;Vagner
2022_02;BF;17.1;Declieuxia lancifolia;1;Vagner
2022_02;BF;17.1;Desmodium platycarpum;5;Vagner
2022_02;BF;17.1;Eriope sp;1;Vagner
2022_02;BF;17.1;Euphorbia potentilloides;5;Vagner
2022_02;BF;17.1;Gymneia chapadensis;1;Vagner
2022_02;BF;17.1;Hemipogon acerosus;5;Vagner
2022_02;BF;17.1;Heteropterys pannosa;5;Vagner
2022_02;BF;17.1;Hyptis remota;10;Vagner
2022_02;BF;17.1;Ichthyothere hirsuta;1;Vagner
2022_02;BF;17.1;Ruellia nitens;20;Vagner
2022_02;BF;17.1;Ruellia nitens;20;Vagner
2022_02;BF;17.10;Ctenodon paniculatus;1;Vagner
2022_02;BF;17.10;Aldama grandiflora;5;Vagner
2022_02;BF;17.10;Amasonia hirta;5;Vagner
2022_02;BF;17.10;Bernardia hirsutissima;5;Vagner
2022_02;BF;17.10;Calliandra dysantha;5;Vagner
2022_02;BF;17.10;Chamaecrista claussenii;10;Vagner
2022_02;BF;17.10;Croton gracilescens;5;Vagner
2022_02;BF;17.10;Euphorbia potentilloides;1;Vagner
2022_02;BF;17.10;Gymneia chapadensis;5;Vagner
2022_02;BF;17.10;Heteropterys pannosa;10;Vagner
2022_02;BF;17.10;Justicia lanstyakii;1;Vagner
2022_02;BF;17.10;Mimosa gracilis;5;Vagner
2022_02;BF;17.10;Pseudotrimezia juncifolia;1;Vagner
2022_02;BF;17.10;Trixis glutinosa;1;Vagner
2022_02;BF;17.2;Aldama grandiflora;20;Vagner
2022_02;BF;17.2;Calliandra dysantha;10;Vagner
2022_02;BF;17.2;Croton gracilescens;5;Vagner
2022_02;BF;17.2;Declieuxia lancifolia;1;Vagner
2022_02;BF;17.2;Euphorbia potentilloides;5;Vagner
2022_02;BF;17.2;Gymneia chapadensis;5;Vagner
2022_02;BF;17.2;Hemipogon acerosus;1;Vagner
2022_02;BF;17.2;Heteropterys pannosa;10;Vagner
2022_02;BF;17.2;Hyptis remota;20;Vagner
2022_02;BF;17.2;Ichthyothere hirsuta;1;Vagner
2022_02;BF;17.2;Ruellia angustior;10;Vagner
2022_02;BF;17.2;Ruellia nitens;20;Vagner
2022_02;BF;17.2;Sisyrinchium luzula;1;Vagner
2022_02;BF;17.2;Senega celosioides;1;Vagner
2022_02;BF;17.3;Chamaecrista isidorea;5;Vagner
2022_02;BF;17.3;Chamaecrista ochrosperma;5;Vagner
2022_02;BF;17.3;Cuphea hyssopoides;1;Vagner
2022_02;BF;17.3;Desmodium platycarpum;10;Vagner
2022_02;BF;17.3;Eriope sp;1;Vagner
2022_02;BF;17.3;Gymneia chapadensis;5;Vagner
2022_02;BF;17.3;Heteropterys pannosa;5;Vagner
2022_02;BF;17.3;Justicia lanstyakii;5;Vagner
2022_02;BF;17.3;Manihot kalungae;1;Vagner
2022_02;BF;17.3;Medusantha mollissima;1;Vagner
2022_02;BF;17.3;Mimosa macrocephala;5;Vagner
2022_02;BF;17.3;Borreria tenella;1;Vagner
2022_02;BF;17.4;Aldama grandiflora;5;Vagner
2022_02;BF;17.4;Bernardia hirsutissima;1;Vagner
2022_02;BF;17.4;Calliandra dysantha;5;Vagner
2022_02;BF;17.4;Calolisianthus speciosus;1;Vagner
2022_02;BF;17.4;Chamaecrista ochrosperma;20;Vagner
2022_02;BF;17.4;Croton gracilescens;20;Vagner
2022_02;BF;17.4;Cuphea spermacoce;5;Vagner
2022_02;BF;17.4;Gymneia chapadensis;20;Vagner
2022_02;BF;17.4;Heteropterys pannosa;5;Vagner
2022_02;BF;17.4;Mimosa macrocephala;5;Vagner
2022_02;BF;17.4;Tibouchina melastomoides;1;Vagner
2022_02;BF;17.4;Pseudotrimezia juncifolia;1;Vagner
2022_02;BF;17.5;Calliandra dysantha;10;Vagner
2022_02;BF;17.5;Croton gracilescens;10;Vagner
2022_02;BF;17.5;Cuphea hyssopoides;5;Vagner
2022_02;BF;17.5;Eriope sp;1;Vagner
2022_02;BF;17.5;Euphorbia potentilloides;1;Vagner
2022_02;BF;17.5;Gymneia chapadensis;5;Vagner
2022_02;BF;17.5;Heteropterys pannosa;5;Vagner
2022_02;BF;17.5;Hyptis remota;5;Vagner
2022_02;BF;17.5;Ruellia trachyphylla;10;Vagner
2022_02;BF;17.5;Borreria tenella;1;Vagner
2022_02;BF;17.5;Turnera emendata;1;Vagner
2022_02;BF;17.6;Aldama grandiflora;5;Vagner
2022_02;BF;17.6;Chamaecrista ochrosperma;30;Vagner
2022_02;BF;17.6;Croton gracilescens;10;Vagner
2022_02;BF;17.6;Lessingianthus durus;1;Vagner
2022_02;BF;17.6;Manihot kalungae;1;Vagner
2022_02;BF;17.7;Aldama grandiflora;10;Vagner
2022_02;BF;17.7;Calliandra dysantha;5;Vagner
2022_02;BF;17.7;Croton gracilescens;1;Vagner
2022_02;BF;17.7;Gymneia chapadensis;5;Vagner
2022_02;BF;17.7;Hyptis remota;1;Vagner
2022_02;BF;17.7;Justicia lanstyakii;1;Vagner
2022_02;BF;17.7;Mimosa gracilis;1;Vagner
2022_02;BF;17.7;Turnera emendata;1;Vagner
2022_02;BF;17.8;Aldama grandiflora;20;Vagner
2022_02;BF;17.8;Calliandra dysantha;10;Vagner
2022_02;BF;17.8;Chamaecrista claussenii;5;Vagner
2022_02;BF;17.8;Croton gracilescens;10;Vagner
2022_02;BF;17.8;Gymneia chapadensis;5;Vagner
2022_02;BF;17.8;Heteropterys pannosa;20;Vagner
2022_02;BF;17.8;Ruellia trachyphylla;5;Vagner
2022_02;BF;17.8;Borreria tenella;1;Vagner
2022_02;BF;17.9;Ctenodon paniculatus;1;Vagner
2022_02;BF;17.9;Aldama grandiflora;5;Vagner
2022_02;BF;17.9;Bernardia hirsutissima;1;Vagner
2022_02;BF;17.9;Chamaecrista ochrosperma;20;Vagner
2022_02;BF;17.9;Cipura xanthomelas;1;Vagner
2022_02;BF;17.9;Croton gracilescens;5;Vagner
2022_02;BF;17.9;Gymneia chapadensis;1;Vagner
2022_02;BF;17.9;Heteropterys pannosa;10;Vagner
2022_02;BF;17.9;Justicia lanstyakii;1;Vagner
2022_02;BF;17.9;Ruellia trachyphylla;1;Vagner
2022_02;BF;17.9;Senega poaya;1;Vagner
2022_02;BF;2.1;Lippia horridula;1;Cassy
2022_02;BF;2.1;Calliandra dysantha;5;Cassy
2022_02;BF;2.1;Chamaecrista claussenii;10;Cassy
2022_02;BF;2.1;Croton gracilescens;1;Cassy
2022_02;BF;2.1;Eriope sp;1;Cassy
2022_02;BF;2.1;Hemipogon acerosus;1;Cassy
2022_02;BF;2.1;Hyptis remota;1;Cassy
2022_02;BF;2.1;Mimosa gracilis;1;Cassy
2022_02;BF;2.1;Ruellia trachyphylla;20;Cassy
2022_02;BF;2.10;Camarea ericoides;5;Cassy
2022_02;BF;2.10;Croton gracilescens;10;Cassy
2022_02;BF;2.10;Heteropterys pannosa;5;Cassy
2022_02;BF;2.10;Hyptis remota;5;Cassy
2022_02;BF;2.10;Mimosa gracilis;1;Cassy
2022_02;BF;2.10;Tibouchina melastomoides;5;Cassy
2022_02;BF;2.2;Calolisianthus speciosus;1;Cassy
2022_02;BF;2.2;Chamaecrista claussenii;20;Cassy
2022_02;BF;2.2;Chamaecrista ochrosperma;1;Cassy
2022_02;BF;2.2;Croton gracilescens;1;Cassy
2022_02;BF;2.2;Euphorbia potentilloides;1;Cassy
2022_02;BF;2.2;Mimosa gracilis;1;Cassy
2022_02;BF;2.2;Ruellia trachyphylla;5;Cassy
2022_02;BF;2.2;Trixis glutinosa;1;Cassy
2022_02;BF;2.3;Ctenodon paniculatus;5;Cassy
2022_02;BF;2.3;Anemopaegma arvense;10;Cassy
2022_02;BF;2.3;Croton gracilescens;1;Cassy
2022_02;BF;2.3;Eriope sp;1;Cassy
2022_02;BF;2.3;Euphorbia potentilloides;1;Cassy
2022_02;BF;2.3;Heteropterys pannosa;1;Cassy
2022_02;BF;2.3;Mimosa gracilis;1;Cassy
2022_02;BF;2.3;Ruellia trachyphylla;10;Cassy
2022_02;BF;2.4;Anemopaegma arvense;10;Cassy
2022_02;BF;2.4;Croton gracilescens;10;Cassy
2022_02;BF;2.4;Dalechampia linearis;5;Cassy
2022_02;BF;2.4;Eriope sp;1;Cassy
2022_02;BF;2.4;Euphorbia potentilloides;5;Cassy
2022_02;BF;2.4;Gymneia chapadensis;5;Cassy
2022_02;BF;2.4;Hyptis remota;10;Cassy
2022_02;BF;2.4;Porophyllum obscurum;10;Cassy
2022_02;BF;2.4;Ruellia trachyphylla;1;Cassy
2022_02;BF;2.4;Borreria tenella;1;Cassy
2022_02;BF;2.5;Chamaecrista claussenii;30;Cassy
2022_02;BF;2.5;Croton gracilescens;1;Cassy
2022_02;BF;2.5;Eriope sp;1;Cassy
2022_02;BF;2.5;Eriosema congestum;5;Cassy
2022_02;BF;2.5;Hemipogon acerosus;1;Cassy
2022_02;BF;2.5;Hyptis remota;1;Cassy
2022_02;BF;2.5;Justicia lanstyakii;1;Cassy
2022_02;BF;2.5;Mimosa gracilis;1;Cassy
2022_02;BF;2.5;Ruellia trachyphylla;10;Cassy
2022_02;BF;2.5;Sisyrinchium luzula;1;Cassy
2022_02;BF;2.5;Borreria tenella;1;Cassy
2022_02;BF;2.5;Tibouchina melastomoides;1;Cassy
2022_02;BF;2.6;Ayapana amygdalina;1;Cassy
2022_02;BF;2.6;Chamaecrista ochrosperma;5;Cassy
2022_02;BF;2.6;Croton gracilescens;1;Cassy
2022_02;BF;2.6;Cuphea spermacoce;1;Cassy
2022_02;BF;2.6;Declieuxia lancifolia;10;Cassy
2022_02;BF;2.6;Deianira pallescens;1;Cassy
2022_02;BF;2.6;Hyptis remota;1;Cassy
2022_02;BF;2.6;Mimosa gracilis;1;Cassy
2022_02;BF;2.6;Oxalis pyrenea var. macrochaeta;1;Cassy
2022_02;BF;2.6;Ruellia trachyphylla;10;Cassy
2022_02;BF;2.6;Tibouchina melastomoides;1;Cassy
2022_02;BF;2.7;Chamaecrista ochrosperma;10;Cassy
2022_02;BF;2.7;Croton gracilescens;5;Cassy
2022_02;BF;2.7;Eriope sp;10;Cassy
2022_02;BF;2.7;Ipomoea paulistana;1;Cassy
2022_02;BF;2.7;Justicia lanstyakii;1;Cassy
2022_02;BF;2.7;Manihot kalungae;1;Cassy
2022_02;BF;2.8;Croton gracilescens;5;Cassy
2022_02;BF;2.8;Eriope sp;1;Cassy
2022_02;BF;2.8;Hyptis remota;1;Cassy
2022_02;BF;2.8;Mimosa gracilis;5;Cassy
2022_02;BF;2.8;Oxalis pyrenea var. macrochaeta;1;Cassy
2022_02;BF;2.8;Porophyllum obscurum;1;Cassy
2022_02;BF;2.8;Ruellia angustior;1;Cassy
2022_02;BF;2.8;Ruellia trachyphylla;20;Cassy
2022_02;BF;2.8;Borreria tenella;1;Cassy
2022_02;BF;2.9;Lippia horridula;1;Cassy
2022_02;BF;2.9;Croton gracilescens;5;Cassy
2022_02;BF;2.9;Eriope sp;1;Cassy
2022_02;BF;2.9;Justicia lanstyakii;1;Cassy
2022_02;BF;2.9;Mimosa gracilis;5;Cassy
2022_02;BF;23.1;Hyptis remota;1;Cassy
2022_02;BF;23.1;Heteropterys pannosa;5;Cassy
2022_02;BF;23.1;Aldama grandiflora;20;Cassy
2022_02;BF;23.1;Chamaecrista fagonioides;5;Cassy
2022_02;BF;23.1;Croton gracilescens;5;Cassy
2022_02;BF;23.1;Euphorbia potentilloides;5;Cassy
2022_02;BF;23.1;Hyptis remota;1;Cassy
2022_02;BF;23.1;Justicia lanstyakii;1;Cassy
2022_02;BF;23.1;Mimosa macrocephala;5;Cassy
2022_02;BF;23.1;Ruellia trachyphylla;20;Cassy
2022_02;BF;23.10;Bernardia hirsutissima;1;Cassy
2022_02;BF;23.10;Calolisianthus speciosus;1;Cassy
2022_02;BF;23.10;Chamaecrista claussenii;1;Cassy
2022_02;BF;23.10;Croton gracilescens;5;Cassy
2022_02;BF;23.10;Cuphea hyssopoides;1;Cassy
